"African"	"AfricanxMfalcata"	"AfricanxPeruvian"	"Chilean"	"ChileanSeedInc"	"ChileanxMfalcata"	"Ezra"	"Flemish"	"Indian"	"IndianxLadak"	"Ladak"	"Mfalcata"	"MfalcataSeedInc"	"MfalcataxPeruvian"	"Mvaria"	"NY1430"	"NY1517"	"NY1518"	"OneidaVR"	"Peruvian"	"Regen"	"SW315LH"	"Turkistan"	"Vernal"	"AfricanxChileanEst"	"AfricanxFlemishEst"	"AfricanxIndianEst"	"AfricanxLadakEst"	"AfricanxMfalcataEst"	"AfricanxMvariaEst"	"AfricanxPeruvianEst"	"AfricanxTurkistanEst"	"ChileanxFlemishEst"	"ChileanxIndianEst"	"ChileanxLadakEst"	"ChileanxMfalcataEst"	"ChileanxMvariaEst"	"ChileanxPeruvianEst"	"ChileanxTurkistanEst"	"FlemishxIndianEst"	"FlemishxLadakEst"	"FlemishxMfalcataEst"	"FlemishxMvariaEst"	"FlemishxPeruvianEst"	"FlemishxTurkistanEst"	"IndianxLadakEst"	"IndianxMfalcataEst"	"IndianxMvariaEst"	"IndianxPeruvianEst"	"IndianxTurkistanEst"	"LadakxMfalcataEst"	"LadakxMvariaEst"	"LadakxPeruvianEst"	"LadakxTurkistanEst"	"MfalcataxMvariaEst"	"MfalcataxPeruvianEst"	"MfalcataxTurkistanEst"	"MvariaxPeruvianEst"	"MvariaxTurkistanEst"	"PeruvianxTurkistanEst"
"Turkistan"	0.0564921423870585	-0.0154115114735541	0.0514672532973345	0.0542264056596589	0.048281645404951	-0.0274956582963482	0.0205553374355508	0.032058015539106	0.0503328454015005	0.040902228425017	0.016371647251839	-0.128433620496703	-0.140166529911652	-0.0305622559794579	0.0300870300882162	0.0205645817633959	0.0117805260940341	0.0159133865874619	0.0242938633856335	0.0475748957327397	0.0177425928778685	0.00104815606654317	0.109811969875443	0.0135118039566964	0.0553592740233587	0.0442750789630823	0.0534124938942795	0.0364318948194487	-0.0359707390548223	0.0432895862376374	0.0520335190598991	0.0960441689072437	0.0431422105993824	0.0522796255305797	0.0352990264557489	-0.0371036074185221	0.0421567178739375	0.0509006506961993	0.0949113005435439	0.0411954304703033	0.0242148313954725	-0.0481878024787985	0.0310725228136611	0.0398164556359229	0.0838271054832674	0.0333522463266697	-0.0390503875476013	0.0402099377448584	0.0489538705671201	0.0929645204144647	-0.0560309866224321	0.0232293386700276	0.0319732714922894	0.0759839213396339	-0.0491732952042434	-0.0404293623819817	0.00358128746536289	0.038830962910478	0.0828416127578225	0.0915855455800843
"Vernal"	0.00377700449481616	-0.0366984734510908	0.00178422008741334	0.00688653961913208	0.00078582841711356	-0.0438390771577721	-0.0088690832634832	-0.00576163176207135	-0.000161111203173986	0.000853768217872635	-0.0136088038163308	-0.102405246918959	-0.115840787464206	-0.045735786723547	-0.00295635746664715	-0.0100046144929921	-0.0144046490317528	-0.0128110067617553	-0.00612704709959051	0.00033279204680379	-0.0100156171982295	-0.0198574504146792	0.0135118039566964	0.0194463164966089	0.00533177205697412	-0.000992313633627592	0.00180794664582109	-0.0049158996607573	-0.0493141212120715	0.000410323514084509	0.00205489827080998	0.00864440422575629	0.000562453928530364	0.00336271420797904	-0.00336113209859935	-0.0477593536499135	0.00196509107624246	0.00360966583296793	0.0101991717879142	-0.00296137148262267	-0.00968521778920106	-0.0540834393405152	-0.00435899461435925	-0.00271441985763378	0.00387508609731253	-0.00688495750975238	-0.0512831790610665	-0.00155873433491057	8.58404218149036e-05	0.00667534637676122	-0.0580070253676449	-0.00828258064148896	-0.00663800588476349	-4.84999298171774e-05	-0.0526808021928031	-0.0510362274360776	-0.0444467214811313	-0.00131178270992168	0.00527772324502463	0.0069222980017501
"AfricanxChileanEst"	0.0871115644313357	-0.0213177712477628	0.0608355755388323	0.0845550028332773	0.0673818967953695	-0.0286679764028764	0.0165857616146683	0.0335808179002899	0.057664107559378	0.0411323075848259	0.00544675003378391	-0.152755285665464	-0.165781018060511	-0.036468495427126	0.0260570073782389	0.0170929034874753	0.00764200630570688	0.0126085378761138	0.0212580805986884	0.0549608270556791	0.0135722426742377	-0.00514993919171663	0.0553592740233587	0.00533177205697412	0.0670312621053119	0.0603461911658128	0.0723878359953569	0.0462791572325598	-0.0328218606170644	0.0565842859047873	0.0710361957435074	0.0712354192273472	0.0590679103667836	0.0711095551963277	0.0450008764335306	-0.0341001414160935	0.0553060051057581	0.0697579149444782	0.069957138428318	0.045622462729834	0.0195137839670369	-0.0595872338825872	0.0298189126392644	0.0442708224779845	0.0444700459618243	0.031555428796581	-0.0475455890530432	0.0418605574688085	0.0563124673075286	0.0565116907913684	-0.0736542678158403	0.0157518787060114	0.0302037885447315	0.0304030120285713	-0.0633491391436128	-0.0488972293048927	-0.0486980058210529	0.040508917216959	0.0407081407007988	0.0551600505395189
"AfricanxFlemishEst"	0.0728217733507312	-0.0266384642383091	0.0459115819757825	0.0478706089808945	0.0418911319189302	-0.0393397986683125	0.0115802275350604	0.0625539889632747	0.0424661525862184	0.0304060718971606	0.000665794262541814	-0.145108491636523	-0.157848603442012	-0.0413140117057543	0.0199650531702729	0.0114602179762386	0.00241052383828136	0.00722457482944516	0.0158768985011097	0.040168559529813	0.00953938653594496	-0.00761971955606772	0.0442750789630823	-0.000992313633627592	0.0603461911658128	0.0509484295869744	0.0576439629684748	0.0367437838066365	-0.0361433591428957	0.0463934132605021	0.0564951664402721	0.0585484261569067	0.0552122989720846	0.0451683807835564	0.0242682016217182	-0.0486189413278141	0.0339178310755837	0.0440195842553538	0.0460728439719884	0.0525100707747466	0.0316098916129083	-0.041277251336624	0.0412595210667738	0.0513612742465439	0.0534145339631785	0.0215659734243801	-0.0513211695251521	0.0312156028782457	0.0413173560580157	0.0433706157746503	-0.0722213486869904	0.0103154237164074	0.0204171768961774	0.022470436612812	-0.0625717192331249	-0.0524699660533548	-0.0504167063367202	0.030066806350043	0.0321200660666776	0.0422218192464477
"AfricanxIndianEst"	0.0860431685723923	-0.0223968726845223	0.0582323023257878	0.0587325034183214	0.0535351409770301	-0.0373109653177935	0.0124356090055602	0.0292447573645573	0.0868447239483319	0.0417127968685931	0.00280271411890722	-0.1547362539998	-0.166788789243115	-0.0394282060522805	0.0228000123669212	0.0135720248228143	0.00329916237145062	0.00856369951000639	0.0177048248810943	0.0514404435805971	0.0103509601139344	-0.00887977940337437	0.0534124938942795	0.00180794664582109	0.0723878359953569	0.0576439629684748	0.0711916872383585	0.0444229413456498	-0.0343465427137038	0.0544215904696567	0.0687418060764947	0.0697278312333359	0.0439886303914393	0.0727886136833267	0.0307676087686143	-0.0480018752907392	0.0407662578926213	0.0550864734994592	0.0560724986563005	0.0580447406564446	0.0160237357417322	-0.0627457483176213	0.0260223848657392	0.0403426004725772	0.0413286256294184	0.0448237190336196	-0.033945765025734	0.0548223681576265	0.0691425837644645	0.0701286089213057	-0.0759667699404463	0.0128013632429142	0.0271215788497521	0.0281076040065934	-0.0659681208164394	-0.0516479052096014	-0.0506618800527602	0.0371202279737591	0.0381062531306003	0.0524264687374383
"AfricanxLadakEst"	0.0592255109730683	-0.0275543708233928	0.0319470351754803	0.0333328034920514	0.0287011379042707	-0.0397948499599852	0.000954117164016599	0.0142620566402047	0.0296203717182313	0.0234404764401946	0.026313989786497	-0.128909819340424	-0.140231029404123	-0.0418712503413463	0.0104353848944954	0.00090184794895646	-0.00712810300040076	-0.00264675233438421	0.00516856012758231	0.0267841641122878	-0.000446978479454482	-0.0151694438403329	0.0364318948194487	-0.0049158996607573	0.0462791572325598	0.0367437838066365	0.0444229413456498	0.026597706138475	-0.0348421541836779	0.0348304479337819	0.043004837542678	0.0478287028962585	0.023797430066128	0.0314765876051413	0.0298233966392742	-0.0477885079241864	0.0218840941932734	0.0300584838021696	0.0348823491557501	0.021941214179218	0.0202880232133508	-0.0573238813501097	0.0123487207673501	0.0205231103762463	0.0253469757298267	0.0279671807523641	-0.0496447238110964	0.0200278783063633	0.0282022679152595	0.03302613326884	-0.0512979147769635	0.0183746873404962	0.0265490769493924	0.0313729423029728	-0.0592372172229643	-0.0510628276140681	-0.0462389622604877	0.0186097745033916	0.0234336398569721	0.0316080294658683
"AfricanxMfalcataEst"	-0.0187626863064829	-0.0309369386285288	-0.0479572285526404	-0.0468810349276458	-0.0523732314681342	-0.042556384158578	-0.0584097852493913	-0.0535240319793086	-0.0499303991209246	-0.0444864764341468	-0.0509216220608729	-0.000148395283810226	-0.0332683512667522	-0.0410148643722406	-0.0487293932035173	-0.0590410568237512	-0.0624214486493551	-0.0633082041345502	-0.0556146183613108	-0.0522485276045196	-0.0596358255123845	-0.0626922668760279	-0.0359707390548223	-0.0493141212120715	-0.0328218606170644	-0.0361433591428957	-0.0343465427137038	-0.0348421541836779	-0.0304157817698242	-0.0337460397550001	-0.0355056069555012	-0.0273667126806526	-0.0502025334534772	-0.0484057170242852	-0.0489013284942593	-0.023514715105728	-0.0478052140655815	-0.0495647812660827	-0.041425886991234	-0.0517272155501166	-0.0522228270200907	-0.0268362136315594	-0.0511267125914129	-0.0528862797919141	-0.0447473855170654	-0.0504260105908988	-0.0250393972023674	-0.049329896162221	-0.0510894633627221	-0.0429505690878735	-0.0255350086723415	-0.0498255076321951	-0.0515850748326962	-0.0434461805578476	-0.0244388942436638	-0.0261984614441649	-0.0180595671693162	-0.0504889604040184	-0.0423500661291698	-0.0441096333296709
"AfricanxMvariaEst"	0.0692794648759326	-0.025510695004389	0.0421058462611238	0.043889106933642	0.037961844989086	-0.0385403520340926	0.00900244435314896	0.0235073616450715	0.0395637160633809	0.0286176125157049	0.000381430991631105	-0.136771544385933	-0.150106171287908	-0.0397878525161358	0.0475249050391438	0.00895062913558046	0.000683850827410534	0.00433499477440459	0.0129652487518013	0.0366092192997022	0.00670287187336058	-0.00857583722036206	0.0432895862376374	0.000410323514084509	0.0565842859047873	0.0463934132605021	0.0544215904696567	0.0348304479337819	-0.0337460397550001	0.0384467971692298	0.0529443420878174	0.056284525556785	0.0336982342893568	0.0417264114985115	0.0221352689626366	-0.0464412187261454	0.0457070059863929	0.0402491631166721	0.0435893465856397	0.0315355388542262	0.0119443963183513	-0.0566320913704307	0.0355161333421077	0.0300582904723869	0.0333984739413544	0.019972573527506	-0.048603914161276	0.0435443105512624	0.0380864676815416	0.0414266511505091	-0.0681950566971509	0.0239531680153875	0.0184953251456667	0.0218355086146342	-0.0446233196733945	-0.0500811625431153	-0.0467409790741477	0.042067062169423	0.0454072456383906	0.0399494027686698
"AfricanxPeruvianEst"	0.0833458524823357	-0.0241438158098411	0.0593249358620677	0.0587265390046791	0.0536194669799432	-0.0365875726966877	0.0129208854546152	0.0296444803982085	0.0541377596706536	0.0373257989987613	0.00266382260302034	-0.154357066393338	-0.166700071270128	-0.0368569773418929	0.0225428316932991	0.0132467002161405	0.00369505531916395	0.00918329600547135	0.017447058694172	0.0776452233406331	0.0111671490817503	-0.00774146272102842	0.0520335190598991	0.00205489827080998	0.0710361957435074	0.0564951664402721	0.0687418060764947	0.043004837542678	-0.0355056069555012	0.0529443420878174	0.0596419261483349	0.0676896857711174	0.0441855097014438	0.0564321493376664	0.0306951808038497	-0.0478152636943296	0.0406346853489891	0.0681858811726561	0.0553800290322891	0.0418911200344311	0.0161541515006144	-0.0623562929975649	0.0260936560457538	0.0536448518694208	0.0408389997290538	0.028400791136837	-0.0501096533613423	0.0383402956819764	0.0658914915056434	0.0530856393652764	-0.0758466218951589	0.0126033271481597	0.0401545229718267	0.0273486708314597	-0.0659071173500196	-0.0383559215263525	-0.0511617736667195	0.0500940275169661	0.0372881753765991	0.0648393712002661
"AfricanxTurkistanEst"	0.0854144704339971	-0.0168356460152048	0.0566938718106718	0.0570563680206974	0.0514994459937385	-0.0317362739557826	0.0174009274206796	0.0316823818798164	0.0540411920326748	0.0404848466681216	0.01024293535852	-0.140147895795302	-0.152465360649984	-0.0342133430312242	0.0271545806795729	0.0176496561224313	0.00822952387512343	0.012716518026785	0.0216945813062959	0.0499649011082378	0.0148167991934341	-0.00285407345357771	0.0960441689072437	0.00864440422575629	0.0712354192273472	0.0585484261569067	0.0697278312333359	0.0478287028962585	-0.0273667126806526	0.056284525556785	0.0676896857711174	0.0718871757969072	0.0443693749502569	0.0555487800266861	0.0336496516896087	-0.0415457638873024	0.0421054743501351	0.0535106345644676	0.0765502684639705	0.0428617869562456	0.0209626586191682	-0.0542327569577429	0.0294184812796946	0.0408236414940271	0.06386327539353	0.0321420636955974	-0.0430533518813137	0.0405978863561238	0.0520030465704563	0.0750426804699592	-0.0649524802183911	0.0186987580190464	0.0301039182333789	0.0531435521328818	-0.0564966575578647	-0.0450914973435322	-0.0220518634440293	0.0385597408939054	0.0615993747934083	0.0730045350077407
"ChileanxFlemishEst"	0.0455965393011313	-0.0296964549292162	0.0448266671906057	0.072539281432436	0.0545557821317738	-0.0320308854559718	0.0139194717439203	0.0648280586430379	0.0423807214817474	0.0314709145707603	0.00199832083112476	-0.146001606208086	-0.158865430114207	-0.0399180770498899	0.0217999292775822	0.0138183909822472	0.00537400848777543	0.0103134632394509	0.0180396798728398	0.0427744801017562	0.011220623701183	-0.00601335577408575	0.0431422105993824	0.000562453928530364	0.0590679103667836	0.0552122989720846	0.0439886303914393	0.023797430066128	-0.0502025334534772	0.0336982342893568	0.0441855097014438	0.0443693749502569	0.0500145449310848	0.0574600014570917	0.0372688011317804	-0.0367311623878249	0.0471696053550091	0.0576568807670961	0.0578407460159092	0.0536043900623927	0.0334131897370814	-0.0405867737825239	0.0433139939603101	0.0538012693723971	0.0539851346212102	0.0221895211564361	-0.0518104423631692	0.0320903253796648	0.0425776007917518	0.0427614660405649	-0.0720016426884805	0.0118991250543535	0.0223864004664405	0.0225702657152536	-0.0621008384652517	-0.0516135630531647	-0.0514296978043516	0.0322872046896692	0.0324710699384824	0.0429583453505693
"ChileanxIndianEst"	0.0588179345227924	-0.0254548633754294	0.057147387540611	0.0834011758698629	0.0661997911898736	-0.0300020521054528	0.0147748532144201	0.0315188270443204	0.0867592928438609	0.0427776395421928	0.00413524068749017	-0.155629368571363	-0.16780561591531	-0.0380322713964162	0.0246348884742305	0.0159301978288229	0.0062626470209447	0.0116525879200121	0.0198676062528243	0.0540463641525403	0.0120321972791724	-0.0072734156213924	0.0522796255305797	0.00336271420797904	0.0711095551963277	0.0451683807835564	0.0727886136833267	0.0314765876051413	-0.0484057170242852	0.0417264114985115	0.0564321493376664	0.0555487800266861	0.0574600014570917	0.0681702595843053	0.0437682082786765	-0.03611409635075	0.0540180321720467	0.0687237700112016	0.0678404007002213	0.0591390599440907	0.0178270338659053	-0.0620552707635212	0.0280768577592755	0.0427825955984304	0.0418992262874501	0.0454472667656755	-0.034435037863751	0.0556970906590457	0.0704028284982006	0.0695194591872203	-0.0757470639419364	0.0143850645808603	0.0290908024200152	0.0282074331090349	-0.0654972400485662	-0.0507915022094113	-0.0516748715203916	0.0393406263133854	0.0384572570024051	0.05316299484156
"ChileanxLadakEst"	0.0320002769234684	-0.0306123615143	0.0308621203903035	0.0580014759435929	0.0413657881171143	-0.0324859367476445	0.00329336137287649	0.0165361263199679	0.0295349406137602	0.0245053191137943	0.0276465163550799	-0.129802933911987	-0.141247856076319	-0.0404753156854819	0.0122702610018047	0.00326002095496503	-0.00416461835090668	0.000442136075621498	0.00733134149931233	0.029390084684231	0.00123425868578352	-0.0135630800583509	0.0352990264557489	-0.00336113209859935	0.0450008764335306	0.0242682016217182	0.0307676087686143	0.0298233966392742	-0.0489013284942593	0.0221352689626366	0.0306951808038497	0.0336496516896087	0.0372688011317804	0.0437682082786765	0.024824267961448	-0.0359007289841971	0.0351358684726988	0.0436957803139119	0.0466502511996709	0.0230355334668641	0.0220913213375239	-0.0566334037960096	0.0144031936608863	0.0229631055020994	0.0259175763878584	0.0285907284844201	-0.0501339966491134	0.0209026008077825	0.0294625126489956	0.0324169835347546	-0.0510782087784536	0.0199583886784423	0.0285183005196555	0.0314727714054144	-0.0587663364550912	-0.050206424613878	-0.0472519537281191	0.0208301728430179	0.0237846437287768	0.03234455556999
"ChileanxMfalcataEst"	-0.0459879203560828	-0.0339949293194359	-0.0490421433378173	-0.0222123624761043	-0.0397085812552906	-0.0352474709462372	-0.0560705410405314	-0.0512499622995454	-0.0500158302253957	-0.0434216337605471	-0.0495890954922899	-0.00104150985537325	-0.0342851779389475	-0.0396189297163763	-0.046894517096208	-0.0566828838177426	-0.059457963999861	-0.0602193157245444	-0.0534518369895808	-0.0496426070325764	-0.0579545883471465	-0.061085903094046	-0.0371036074185221	-0.0477593536499135	-0.0341001414160935	-0.0486189413278141	-0.0480018752907392	-0.0477885079241864	-0.023514715105728	-0.0464412187261454	-0.0478152636943296	-0.0415457638873024	-0.0367311623878249	-0.03611409635075	-0.0359007289841971	-0.0360071979975187	-0.0345534397861561	-0.0359274847543403	-0.0296579849473132	-0.0506328962624705	-0.0504195288959177	-0.0261457360774593	-0.0490722396978767	-0.0504462846660609	-0.0441767848590337	-0.0498024628588428	-0.0255286700403845	-0.0484551736608018	-0.049829218628986	-0.0435597188219589	-0.0253153026738316	-0.0482418062942489	-0.0496158512624331	-0.043346351455406	-0.0239680134757906	-0.0253420584439748	-0.0190725586369477	-0.0482685620643922	-0.041999062257365	-0.0433731072255492
"ChileanxMvariaEst"	0.0420542308263327	-0.0285686856952962	0.0410209314759469	0.0685577793851836	0.0506264952019295	-0.0312314388217519	0.0113416885620088	0.0257814313248347	0.0394782849589098	0.0296824551893046	0.00171395756021405	-0.137664658957496	-0.151122997960104	-0.0383919178602714	0.0493597811464532	0.011308802141589	0.00364733547690461	0.0074238831844103	0.0151280301235314	0.0392151398716454	0.00838410903859858	-0.00696947343838009	0.0421567178739375	0.00196509107624246	0.0553060051057581	0.0339178310755837	0.0407662578926213	0.0218840941932734	-0.0478052140655815	0.0457070059863929	0.0406346853489891	0.0421054743501351	0.0471696053550091	0.0540180321720467	0.0351358684726988	-0.0345534397861561	0.0359884230206634	0.0538864596284145	0.0553572486295605	0.0326298581418723	0.0137476944425244	-0.0559416138163306	0.0375706062356439	0.0324982855982401	0.0339690745993861	0.020596121259562	-0.049093186999293	0.0444190330526815	0.0393467124152776	0.0408175014164237	-0.0679753506986409	0.0255368693533336	0.0204645487159297	0.0219353377170758	-0.0441524389055213	-0.0492247595429252	-0.0477539705417791	0.0442874605090493	0.0457582495101954	0.0406859288727915
"ChileanxPeruvianEst"	0.0561206184327359	-0.0272018065007483	0.0582400210768909	0.0833952114562206	0.0662841171927867	-0.029278659484347	0.0152601296634751	0.0319185500779717	0.0540523285661826	0.0383906416723609	0.00399634917160328	-0.155250180964901	-0.167716897942323	-0.0354610426860286	0.0243777078006084	0.015604873222149	0.00665853996865802	0.0122721844154771	0.019609840065902	0.0802511439125763	0.0128483862469883	-0.00613509893904645	0.0509006506961993	0.00360966583296793	0.0697579149444782	0.0440195842553538	0.0550864734994592	0.0300584838021696	-0.0495647812660827	0.0402491631166721	0.0681858811726561	0.0535106345644676	0.0576568807670961	0.0687237700112016	0.0436957803139119	-0.0359274847543403	0.0538864596284145	0.057685516567661	0.0671479310762099	0.0429854393220771	0.0179574496247875	-0.0616658154434648	0.02814812893929	0.056084846995274	0.0414096003870855	0.029024338868893	-0.0505989261993593	0.0392150181833955	0.0671517362393795	0.052476489631191	-0.075626915896649	0.0141870284861059	0.0421237465420898	0.0274484999339013	-0.0654362365821464	-0.0374995185261625	-0.052174765134351	0.0523144258565924	0.0376391792484039	0.0655758973043878
"ChileanxTurkistanEst"	0.0581892363843972	-0.019893636706112	0.055608957025495	0.0817250404722389	0.064164096206582	-0.0244273607434419	0.0197401716295395	0.0339564515595796	0.0539557609282038	0.0415496893417213	0.0115754619271029	-0.141041010366865	-0.153482187322179	-0.0328174083753598	0.0289894567868822	0.0200078291284399	0.0111930085246175	0.0158054064367907	0.023857362678026	0.052570821680181	0.0164980363586721	-0.00124770967159574	0.0949113005435439	0.0101991717879142	0.069957138428318	0.0460728439719884	0.0560724986563005	0.0348823491557501	-0.041425886991234	0.0435893465856397	0.0553800290322891	0.0765502684639705	0.0578407460159092	0.0678404007002213	0.0466502511996709	-0.0296579849473132	0.0553572486295605	0.0671479310762099	0.0668139677324349	0.0439561062438917	0.0227659567433412	-0.0535422794036428	0.0314729541732309	0.0432636366198803	0.0644338760515617	0.0327656114276533	-0.0435426247193307	0.041472608857543	0.0532632913041924	0.0744335307358738	-0.0647327742198812	0.0202824593569926	0.032073141803642	0.0532433812353234	-0.0560257767899915	-0.0442350943433421	-0.0230648549116607	0.0407801392335316	0.061950378665213	0.0737410611118624
"FlemishxIndianEst"	0.0445281434421879	-0.0307755563659757	0.0422233939775612	0.0467167820174801	0.0407090263134343	-0.040673874370889	0.00976931913481214	0.0604919981073052	0.0715613378707013	0.0320514038545275	-0.000645715083751933	-0.147982574542421	-0.15987320129681	-0.0428777876750444	0.0185429342662645	0.0102975123175862	0.00103116455351918	0.00626862487334346	0.0144864241552457	0.0392540966266742	0.00799934114087967	-0.00974319598574349	0.0411954304703033	-0.00296137148262267	0.045622462729834	0.0525100707747466	0.0580447406564446	0.021941214179218	-0.0517272155501166	0.0315355388542262	0.0418911200344311	0.0428617869562456	0.0536043900623927	0.0591390599440907	0.0230355334668641	-0.0506328962624705	0.0326298581418723	0.0429854393220771	0.0439561062438917	0.0507605940332716	0.0299231415117767	-0.0437452882175579	0.0395174661867849	0.0498730473669897	0.0508437142888043	0.0354578113934747	-0.0382106183358599	0.0450521360684829	0.0554077172486877	0.0563783841705023	-0.0743141448130865	0.00894860959125627	0.0193041907714611	0.0202748576932757	-0.0647198201380783	-0.0543642389578735	-0.0533935720360589	0.0288985154464693	0.0298691823682839	0.0402247635484888
"FlemishxLadakEst"	0.0177104858428639	-0.0359330545048463	0.0159381268272536	0.02131708209121	0.015875023240675	-0.0431577590130806	-0.00171217270673142	0.0455092973829527	0.0143369856406006	0.0137790834261291	0.0228655605838378	-0.122156139883045	-0.133315441457819	-0.0453208319641102	0.00617830679383874	-0.00237266455627165	-0.0093961008183322	-0.00494182697104714	0.00195015940173368	0.0145978171583649	-0.00279859745250923	-0.016032860422702	0.0242148313954725	-0.00968521778920106	0.0195137839670369	0.0316098916129083	0.0160237357417322	0.0202880232133508	-0.0522228270200907	0.0119443963183513	0.0161541515006144	0.0209626586191682	0.0334131897370814	0.0178270338659053	0.0220913213375239	-0.0504195288959177	0.0137476944425244	0.0179574496247875	0.0227659567433412	0.0299231415117767	0.0181926020291901	-0.0383234212500463	0.0258438020883957	0.0300535572706588	0.0348620643892126	0.0186012731122192	-0.0539095771212223	0.0102576462172197	0.0144674013994828	0.0192759085180366	-0.0496452896496038	0.0145219336888383	0.0187316888711014	0.0235401959896551	-0.0579889165446033	-0.0537791613623402	-0.0489706542437864	0.0103880619761018	0.0151965690946556	0.0194063242769187
"FlemishxMfalcataEst"	-0.0602777114366873	-0.0393156223099823	-0.0639661369008671	-0.0588967563284872	-0.0651993461317299	-0.0459192932116734	-0.0610760751201393	-0.0222767912365606	-0.0652137851985553	-0.0541478694482124	-0.054370051263532	0.00660528417356853	-0.0263527633204479	-0.0444644459950045	-0.052986471304174	-0.0623155693289793	-0.0646894464672865	-0.0656032787712131	-0.0588330190871595	-0.0644348745584424	-0.0619874444854393	-0.0635556834583971	-0.0481878024787985	-0.0540834393405152	-0.0595872338825872	-0.041277251336624	-0.0627457483176213	-0.0573238813501097	-0.0268362136315594	-0.0566320913704307	-0.0623562929975649	-0.0542327569577429	-0.0405867737825239	-0.0620552707635212	-0.0566334037960096	-0.0261457360774593	-0.0559416138163306	-0.0616658154434648	-0.0535422794036428	-0.0437452882175579	-0.0383234212500463	-0.0282106054952349	-0.0376316312703673	-0.0433558328975015	-0.0352322968576796	-0.0597919182310437	-0.0293042505124934	-0.0591001282513646	-0.0648243298784988	-0.0567007938386769	-0.0238823835449817	-0.053678261283853	-0.0594024629109872	-0.0512789268711653	-0.0231905935653027	-0.0289147951924369	-0.020791259152615	-0.0587106729313082	-0.0505871368914863	-0.0563113385186205
"FlemishxMvariaEst"	0.0277644397457282	-0.0338893786858425	0.0260969379128971	0.0318733855328007	0.0251357303254902	-0.041903261087188	0.00633615448240093	0.0547546023878195	0.0242803299857502	0.0189562195016393	-0.00306699821102805	-0.130017864928554	-0.143190583341604	-0.0432374341388996	0.0432678269384872	0.00567611663035235	-0.00158414699052091	0.00203992013774167	0.00974684802595271	0.0244228723457794	0.00435125290030583	-0.00943925380273119	0.0310725228136611	-0.00435899461435925	0.0298189126392644	0.0412595210667738	0.0260223848657392	0.0123487207673501	-0.0511267125914129	0.0355161333421077	0.0260936560457538	0.0294184812796946	0.0433139939603101	0.0280768577592755	0.0144031936608863	-0.0490722396978767	0.0375706062356439	0.02814812893929	0.0314729541732309	0.0395174661867849	0.0258438020883957	-0.0376316312703673	0.0293759466855809	0.0395887373667994	0.0429135626007403	0.0106066658873611	-0.0528687674714019	0.0337740784621187	0.0243516011657648	0.0276764263997057	-0.066542431569791	0.0201004143637296	0.0106779370673757	0.0140027623013165	-0.0433750189950334	-0.0527974962913873	-0.0494726710574465	0.0338453496421333	0.0371701748760741	0.0277476975797202
"FlemishxPeruvianEst"	0.0418308273521313	-0.0325224994912946	0.043316027513841	0.0467108176038377	0.0407933523163475	-0.0399504817497831	0.0102545955838672	0.0608917211409565	0.038854373593023	0.0276644059846957	-0.000784606599638815	-0.147603386935959	-0.159784483323823	-0.0403065589646568	0.0182857535926424	0.00997218771091236	0.0014270575012325	0.00688822136880843	0.0142286579683234	0.0654588763867103	0.00881553010869556	-0.00860487930339754	0.0398164556359229	-0.00271441985763378	0.0442708224779845	0.0513612742465439	0.0403426004725772	0.0205231103762463	-0.0528862797919141	0.0300582904723869	0.0536448518694208	0.0408236414940271	0.0538012693723971	0.0427825955984304	0.0229631055020994	-0.0504462846660609	0.0324982855982401	0.056084846995274	0.0432636366198803	0.0498730473669897	0.0300535572706588	-0.0433558328975015	0.0395887373667994	0.0425224016276793	0.0503540883884397	0.0190348834966921	-0.0543745066714682	0.0285700635928327	0.0521566249898666	0.039335414614473	-0.0741939967677991	0.0087505734965018	0.0323371348935357	0.019515924518142	-0.0646588166716585	-0.0410722552746246	-0.0538934656500183	0.0418723149896763	0.0290511046142827	0.0526376660113166
"FlemishxTurkistanEst"	0.0438994453037926	-0.0252143296966583	0.0406849634624452	0.045040646619856	0.0386733313301427	-0.035099183008878	0.0147346375499316	0.0629296226225644	0.0387578059550441	0.030823453654056	0.00679450615586081	-0.133394216337924	-0.145549772703679	-0.037662924653988	0.0228975025789162	0.0143751436172032	0.00596152605719198	0.0104214433901221	0.0184761805804473	0.037778554154315	0.0124651802203794	-0.00371749003594684	0.0838271054832674	0.00387508609731253	0.0444700459618243	0.0534145339631785	0.0413286256294184	0.0253469757298267	-0.0447473855170654	0.0333984739413544	0.0408389997290538	0.06386327539353	0.0539851346212102	0.0418992262874501	0.0259175763878584	-0.0441767848590337	0.0339690745993861	0.0414096003870855	0.0644338760515617	0.0508437142888043	0.0348620643892126	-0.0352322968576796	0.0429135626007403	0.0503540883884397	0.0546874723772708	0.0227761560554525	-0.0473182051914397	0.0308276542669802	0.0382681800546796	0.0612924557191558	-0.0632998550910313	0.0148460043673885	0.0222865301550879	0.0453108058195641	-0.0552483568795036	-0.0478078310918043	-0.024783555427328	0.0303380283666156	0.0533623040310918	0.0608028298187912
